step,time_s,satellite,az_deg,el_deg,boresight_lat_deg,boresight_lon_deg,corner1_lat_deg,corner1_lon_deg,corner2_lat_deg,corner2_lon_deg,corner3_lat_deg,corner3_lon_deg,corner4_lat_deg,corner4_lon_deg,targets_hit
1,60,76,30.7533,7.71372,59.9571,-95.9189,60.0789,-97.1982,59.2957,-95.9409,59.8121,-94.4913,60.5644,-95.8716,1
1,60,78,-22.474,-0.0219472,35.3935,20.4928,35.9371,20.7839,35.5642,19.8456,34.8842,20.2262,35.209,21.1828,1
1,60,79,-31.9852,-23.8417,4.92817,34.9816,5.82458,35.2696,5.12677,34.3825,4.17835,34.7162,4.76209,35.6255,3
1,60,80,-33.2897,-24.3869,-52.033,-179.042,-51.964,179.506,-52.6196,-179.109,-52.0998,-177.821,-51.4105,-179.044,1
1,60,83,-38.5872,12.7782,41.08,-107.745,41.1072,-108.7,40.3591,-107.513,41.0722,-106.894,41.9326,-108.01,1
1,60,85,36.3192,11.3445,49.5099,5.43734,50.1986,5.35873,49.2904,4.44933,48.7114,5.54142,49.6821,6.34366,2
1,60,86,39.4379,0.896876,22.7006,33.7672,23.3439,34.0395,22.7434,32.9156,21.9586,33.4515,22.6537,34.5061,1
1,60,87,37.2809,17.0975,-10.1565,52.5752,-9.43954,52.806,-10.1077,51.8804,-11.0111,52.3176,-10.2291,53.202,1
1,60,90,21.8536,-17.572,32.6496,-70.064,32.7666,-70.6752,32.0239,-70.269,32.5043,-69.4455,33.2161,-69.8955,1
1,60,92,-30.8213,-20.2048,41.0866,23.5861,41.8553,23.2348,40.8833,22.8637,40.4175,23.8588,41.3284,24.3389,2
1,60,97,27.0117,24.1563,-38.276,-151.665,-38.2043,-152.534,-38.8568,-151.734,-38.3246,-150.655,-37.7148,-151.553,1
1,60,98,34.9995,1.94995,-16.8702,-121.922,-16.8119,-122.599,-17.5769,-121.806,-16.9349,-121.157,-16.2393,-122.018,1
1,60,99,-35.2526,-17.3202,12.6,-103.604,12.5441,-104.5,11.9907,-103.481,12.6295,-102.84,13.2575,-103.771,1
1,60,100,-37.9086,9.30616,64.3032,-96.1177,63.8673,-97.5146,63.8345,-94.81,64.6939,-94.8633,64.8408,-97.6891,2
1,60,102,-29.7451,-22.2015,47.1321,88.7148,47.7766,89.4731,47.4996,88.0489,46.5869,88.0533,46.7724,89.4353,2
1,60,106,36.9945,-1.61416,-80.8677,-85.372,-81.3177,-88.5949,-81.2443,-80.9734,-80.3313,-82.0542,-80.4958,-88.9145,2
1,60,110,27.4451,-16.849,0.168745,-71.5085,0.141542,-72.0247,-0.495258,-71.4581,0.174249,-70.9654,0.754794,-71.5673,2
1,60,112,-23.7381,-7.61316,52.0289,-9.61834,52.2715,-10.4488,51.5704,-9.91289,51.7962,-8.86887,52.5162,-9.31524,1
1,60,114,18.1789,-19.6499,25.4715,81.8186,25.9587,81.8333,25.5471,81.1744,24.9822,81.7791,25.4171,82.4034,1
1,60,115,38.9932,-3.42926,-4.83368,104.352,-4.21675,104.546,-4.82468,103.573,-5.53505,104.121,-4.84113,105.026,1
1,60,116,-34.3228,-11.4994,-27.4158,133.626,-26.6812,133.637,-27.504,132.991,-28.0554,133.606,-27.2968,134.318,1
1,60,118,35.6621,11.9565,-50.0633,-127.586,-49.8489,-128.56,-50.7067,-127.676,-50.2908,-126.443,-49.4825,-127.477,1
1,60,120,-33.9358,3.18264,-49.2219,-69.1525,-49.5196,-70.2136,-49.7764,-68.5043,-48.9392,-68.2175,-48.5915,-69.8673,2
1,60,121,-19.3078,-19.7337,-16.36,-60.3129,-16.8433,-60.8368,-16.8057,-59.9436,-15.9383,-59.8299,-15.9266,-60.7061,1
1,60,122,-27.4948,18.3696,23.4889,-57.0623,23.1477,-57.6419,22.9311,-56.6037,23.8367,-56.5239,24.1355,-57.5718,1
