step,time_s,target,satellite,lat_deg,lon_deg,priority,cumulative_return
1,60,7582,43,-31.4243,78.7413,3.84615e-05,0.0265769
1,60,6937,44,-46.5692,124.541,3.84615e-05,0.0265769
1,60,7759,45,-44.1915,179.812,3.84615e-05,0.0265769
1,60,7327,46,-22.028,-144.941,3.84615e-05,0.0265769
1,60,7984,47,2.81774,-122.282,3.84615e-05,0.0265769
1,60,1225,48,32.8475,-103.286,0.000384615,0.0265769
1,60,4416,48,33.0435,-103.351,3.84615e-05,0.0265769
1,60,2949,49,52.2416,-59.7358,3.84615e-05,0.0265769
1,60,7549,50,7.30426,-85.2508,3.84615e-05,0.0265769
1,60,7463,51,36.5218,-62.7235,3.84615e-05,0.0265769
1,60,7472,52,48.4199,-15.5526,3.84615e-05,0.0265769
1,60,7893,53,42.9989,34.7013,3.84615e-05,0.0265769
1,60,3818,54,21.8737,71.4752,3.84615e-05,0.0265769
1,60,7035,55,-9.6187,91.5273,3.84615e-05,0.0265769
1,60,3950,56,-32.1318,120.502,3.84615e-05,0.0265769
1,60,6877,58,-46.17,-139.207,3.84615e-05,0.0265769
1,60,7308,59,-21.5161,-108.288,3.84615e-05,0.0265769
1,60,6815,60,-53.4794,-179.069,3.84615e-05,0.0265769
1,60,7254,62,-33.9356,-78.1786,3.84615e-05,0.0265769
1,60,2008,63,-2.74588,-54.8184,3.84615e-05,0.0265769
1,60,2639,63,-3.0075,-55.1076,3.84615e-05,0.0265769
1,60,1384,65,47.5184,-1.07188,0.000384615,0.0265769
1,60,1944,65,47.8516,-1.27386,0.000384615,0.0265769
1,60,2040,66,49.606,56.547,3.84615e-05,0.0265769
1,60,5541,66,50.2592,56.9428,3.84615e-05,0.0265769
1,60,6243,66,49.8207,56.8832,3.84615e-05,0.0265769
1,60,3066,67,33.6715,101.665,3.84615e-05,0.0265769
1,60,4989,67,33.2759,101.612,3.84615e-05,0.0265769
1,60,7703,68,1.96849,119.396,3.84615e-05,0.0265769
1,60,363,69,-24.9819,143.5,0.000384615,0.0265769
1,60,1123,69,-25.261,143.753,0.000384615,0.0265769
1,60,1163,69,-25.1042,143.475,0.000384615,0.0265769
1,60,1283,69,-25.1063,143.609,0.000384615,0.0265769
1,60,1323,69,-24.7428,143.732,0.000384615,0.0265769
1,60,1603,69,-24.8675,143.706,0.000384615,0.0265769
1,60,1803,69,-24.8629,143.378,0.000384615,0.0265769
1,60,1843,69,-25.1997,143.272,0.000384615,0.0265769
1,60,7486,72,-53.9349,-48.5239,3.84615e-05,0.0265769
1,60,7708,73,-23.4838,-25.4099,3.84615e-05,0.0265769
1,60,5702,74,8.00517,-12.8972,3.84615e-05,0.0265769
1,60,144,75,47.1903,-1.74278,0.000384615,0.0265769
1,60,584,75,46.4678,-1.15265,0.000384615,0.0265769
1,60,784,75,46.6587,-1.14711,0.000384615,0.0265769
1,60,1064,75,46.777,-1.61516,0.000384615,0.0265769
1,60,1304,75,46.9554,-0.911682,0.000384615,0.0265769
1,60,1504,75,46.9685,-1.32593,0.000384615,0.0265769
1,60,2301,75,47.3464,-1.74951,3.84615e-05,0.0265769
1,60,7655,76,68.6312,44.5369,3.84615e-05,0.0265769
1,60,525,77,57.4327,128.021,0.000384615,0.0265769
1,60,725,77,57.7864,128.215,0.000384615,0.0265769
1,60,805,77,57.8367,127.218,0.000384615,0.0265769
1,60,1565,77,57.9805,127.879,0.000384615,0.0265769
1,60,1845,77,57.9383,128.479,0.000384615,0.0265769
1,60,6591,77,57.9587,128.683,3.84615e-05,0.0265769
1,60,7541,78,22.2927,152.624,3.84615e-05,0.0265769
1,60,7434,79,-9.65942,160.149,3.84615e-05,0.0265769
1,60,6162,81,-14.5576,12.1048,3.84615e-05,0.0265769
1,60,2507,82,18.8382,22.5448,3.84615e-05,0.0265769
1,60,3687,82,18.4455,22.7708,3.84615e-05,0.0265769
1,60,6655,82,19.1583,22.5053,3.84615e-05,0.0265769
1,60,2160,83,46.7121,53.6112,3.84615e-05,0.0265769
1,60,6471,83,46.6063,53.5635,3.84615e-05,0.0265769
1,60,2952,84,66.0268,115.688,3.84615e-05,0.0265769
1,60,7249,87,-16.2071,-152.733,3.84615e-05,0.0265769
1,60,392,90,38.8024,112.703,0.000384615,0.0265769
1,60,752,90,38.9728,112.19,0.000384615,0.0265769
1,60,2443,90,39.2745,111.82,3.84615e-05,0.0265769
1,60,7704,91,48.0244,158.981,3.84615e-05,0.0265769
1,60,7953,93,3.79736,-133.451,3.84615e-05,0.0265769
1,60,7654,94,-22.8093,-107.493,3.84615e-05,0.0265769
1,60,4642,95,-40.5639,-68.3808,3.84615e-05,0.0265769
1,60,7359,96,-47.9024,-17.6316,3.84615e-05,0.0265769
1,60,3238,97,-29.5129,23.1061,3.84615e-05,0.0265769
1,60,3739,97,-29.3265,22.9828,3.84615e-05,0.0265769
1,60,7432,98,-1.20021,49.6289,3.84615e-05,0.0265769
1,60,4160,99,19.116,75.7143,3.84615e-05,0.0265769
2,120,7150,0,-20.4364,-84.7729,3.84615e-05,0.0426923
2,120,4236,1,-54.3399,-67.0972,3.84615e-05,0.0426923
2,120,6686,1,-54.0777,-66.7703,3.84615e-05,0.0426923
2,120,3020,2,-76.1322,25.2118,3.84615e-05,0.0426923
2,120,5393,2,-76.8346,25.4581,3.84615e-05,0.0426923
2,120,6072,2,-76.3697,25.431,3.84615e-05,0.0426923
2,120,6440,2,-76.8035,27.0008,3.84615e-05,0.0426923
2,120,7619,3,-50.6312,74.4976,3.84615e-05,0.0426923
2,120,7945,4,-13.5595,87.9527,3.84615e-05,0.0426923
2,120,2730,5,19.4476,94.7336,3.84615e-05,0.0426923
2,120,716,6,54.8878,117.142,0.000384615,0.0426923
2,120,4131,6,55.1751,116.961,3.84615e-05,0.0426923
2,120,457,7,72.2595,-177.064,0.000384615,0.0426923
2,120,497,7,72.4071,-176.609,0.000384615,0.0426923
2,120,857,7,71.9195,-177.179,0.000384615,0.0426923
2,120,977,7,71.4824,-175.559,0.000384615,0.0426923
2,120,1497,7,71.6294,-174.831,0.000384615,0.0426923
2,120,1977,7,71.953,-175.987,0.000384615,0.0426923
2,120,2057,8,50.1137,-106.061,3.84615e-05,0.0426923
2,120,3858,8,49.9906,-106.621,3.84615e-05,0.0426923
2,120,7111,9,13.6368,-99.8767,3.84615e-05,0.0426923
2,120,7200,10,1.10303,126.319,3.84615e-05,0.0426923
2,120,7166,11,26.6223,154.316,3.84615e-05,0.0426923
2,120,7274,12,51.4414,-168.811,3.84615e-05,0.0426923
2,120,221,13,43.8458,-117.141,0.000384615,0.0426923
2,120,701,13,43.5583,-117.234,0.000384615,0.0426923
2,120,1461,13,43.4167,-117.713,0.000384615,0.0426923
2,120,1541,13,43.503,-117.706,0.000384615,0.0426923
2,120,3939,13,43.2888,-117.056,3.84615e-05,0.0426923
2,120,7297,14,26.4835,-78.101,3.84615e-05,0.0426923
2,120,6543,15,-1.53708,-51.3564,3.84615e-05,0.0426923
2,120,7495,16,-26.4897,-25.5611,3.84615e-05,0.0426923
2,120,6970,17,-44.705,13.8919,3.84615e-05,0.0426923
2,120,6925,18,-41.7188,68.0504,3.84615e-05,0.0426923
2,120,7950,19,-24.4993,106.092,3.84615e-05,0.0426923
2,120,4774,22,-76.0549,40.0441,3.84615e-05,0.0426923
2,120,7977,23,-60.4348,147.832,3.84615e-05,0.0426923
2,120,7884,27,77.3103,-135.192,3.84615e-05,0.0426923
2,120,7915,29,19.9856,-27.3583,3.84615e-05,0.0426923
2,120,7699,30,35.3747,20.5184,3.84615e-05,0.0426923
2,120,7729,30,35.114,20.9798,3.84615e-05,0.0426923
2,120,2168,31,3.1782,16.2677,3.84615e-05,0.0426923
2,120,3868,31,3.30298,15.9807,3.84615e-05,0.0426923
2,120,6830,32,-35.7015,8.73509,3.84615e-05,0.0426923
2,120,3667,33,-71.4428,15.1185,3.84615e-05,0.0426923
2,120,4816,33,-71.36,14.1049,3.84615e-05,0.0426923
2,120,97,38,71.5563,178.986,0.000384615,0.0426923
2,120,337,38,71.2966,176.356,0.000384615,0.0426923
2,120,417,38,71.5361,178.871,0.000384615,0.0426923
2,120,1137,38,71.5107,177.673,0.000384615,0.0426923
2,120,1577,38,71.5708,176.536,0.000384615,0.0426923
2,120,1617,38,71.7011,178.296,0.000384615,0.0426923
2,120,1737,38,71.6253,177.694,0.000384615,0.0426923
2,120,3951,40,45.9107,3.2986,3.84615e-05,0.0426923
2,120,5711,40,45.9115,3.63042,3.84615e-05,0.0426923
2,120,1281,41,16.0229,33.5469,0.000384615,0.0426923
2,120,1401,41,16.1167,33.3701,0.000384615,0.0426923
2,120,7742,42,-8.75764,61.0304,3.84615e-05,0.0426923
2,120,7415,44,-51.9307,132.724,3.84615e-05,0.0426923
2,120,7237,45,-43.1101,-179.473,3.84615e-05,0.0426923
2,120,6878,46,-19.4414,-141.92,3.84615e-05,0.0426923
2,120,6851,47,5.92029,-122.873,3.84615e-05,0.0426923
2,120,2954,48,33.3249,-96.5924,3.84615e-05,0.0426923
2,120,5082,48,32.6363,-96.3708,3.84615e-05,0.0426923
2,120,6180,48,32.9053,-96.5828,3.84615e-05,0.0426923
2,120,7676,49,49.7091,-46.7663,3.84615e-05,0.0426923
2,120,3408,50,7.88934,-80.9142,3.84615e-05,0.0426923
2,120,7902,52,46.9909,-9.82994,3.84615e-05,0.0426923
2,120,2224,53,45.1982,45.2413,3.84615e-05,0.0426923
2,120,6313,53,45.3144,45.0955,3.84615e-05,0.0426923
2,120,3798,54,19.582,75.9524,3.84615e-05,0.0426923
2,120,6831,55,-9.75304,99.5719,3.84615e-05,0.0426923
2,120,2921,56,-33.2552,123.535,3.84615e-05,0.0426923
2,120,5575,56,-32.7592,123.763,3.84615e-05,0.0426923
2,120,7752,57,-55.0232,167.592,3.84615e-05,0.0426923
2,120,7384,58,-40.0765,-143.444,3.84615e-05,0.0426923
2,120,7536,59,-17.2445,-105.427,3.84615e-05,0.0426923
2,120,7332,60,-54.1779,-171.9,3.84615e-05,0.0426923
2,120,6975,61,-53.5473,-110.379,3.84615e-05,0.0426923
2,120,3954,63,-0.800278,-54.5354,3.84615e-05,0.0426923
2,120,7787,64,31.6796,-31.9925,3.84615e-05,0.0426923
2,120,5120,65,49.5672,5.4969,3.84615e-05,0.0426923
2,120,5692,65,49.4092,5.30305,3.84615e-05,0.0426923
2,120,6095,66,49.3462,60.5263,3.84615e-05,0.0426923
2,120,2990,67,27.2002,98.1394,3.84615e-05,0.0426923
2,120,6039,67,27.054,98.4198,3.84615e-05,0.0426923
2,120,4,68,-3.01814,124.27,0.000384615,0.0426923
2,120,1403,69,-27.4811,146.091,0.000384615,0.0426923
2,120,7286,70,-45.0628,-173.498,3.84615e-05,0.0426923
2,120,6800,71,-67.35,-117.438,3.84615e-05,0.0426923
2,120,7617,73,-17.2204,-28.114,3.84615e-05,0.0426923
2,120,2667,74,11.9795,-12.7885,3.84615e-05,0.0426923
2,120,4976,74,12.3647,-12.6384,3.84615e-05,0.0426923
2,120,104,75,47.1336,-3.55659,0.000384615,0.0426923
2,120,304,75,47.4911,-3.29008,0.000384615,0.0426923
2,120,944,75,47.1413,-3.1759,0.000384615,0.0426923
2,120,1024,75,46.8596,-3.00194,0.000384615,0.0426923
2,120,1104,75,47.3696,-2.2278,0.000384615,0.0426923
2,120,2348,76,66.8544,58.3316,3.84615e-05,0.0426923
2,120,3643,76,67.1826,58.9497,3.84615e-05,0.0426923
2,120,1729,77,47.5993,127.354,0.000384615,0.0426923
2,120,7873,79,-13.2203,167.807,3.84615e-05,0.0426923
2,120,3594,81,-8.33739,14.0415,3.84615e-05,0.0426923
2,120,2185,82,22.4923,30.7389,3.84615e-05,0.0426923
2,120,3194,82,22.8127,30.6844,3.84615e-05,0.0426923
2,120,2312,83,50.9315,60.0643,3.84615e-05,0.0426923
2,120,405,84,58.1494,124.324,0.000384615,0.0426923
2,120,965,84,57.8302,124.543,0.000384615,0.0426923
2,120,1685,84,58.3245,124.487,0.000384615,0.0426923
2,120,1805,84,57.5863,124.51,0.000384615,0.0426923
2,120,1885,84,57.952,124.334,0.000384615,0.0426923
2,120,7151,85,38.2011,168.223,3.84615e-05,0.0426923
2,120,7121,87,-22.5987,-150.502,3.84615e-05,0.0426923
2,120,7226,89,-64.3192,-52.1518,3.84615e-05,0.0426923
2,120,6310,90,40.1277,113.955,3.84615e-05,0.0426923
2,120,7003,92,23.612,-156.941,3.84615e-05,0.0426923
2,120,7594,93,-1.89011,-132.224,3.84615e-05,0.0426923
2,120,4604,95,-46.2643,-68.0367,3.84615e-05,0.0426923
2,120,7961,96,-45.877,-9.75563,3.84615e-05,0.0426923
2,120,3385,97,-28.4593,26.1541,3.84615e-05,0.0426923
2,120,7836,98,-0.147041,54.9955,3.84615e-05,0.0426923
2,120,4620,99,22.7598,78.0337,3.84615e-05,0.0426923
3,180,2308,5,27.0113,90.4467,3.84615e-05,0.0628846
3,180,5168,5,26.6765,90.9926,3.84615e-05,0.0628846
3,180,196,6,55.4718,119.232,0.000384615,0.0628846
3,180,1036,6,55.6788,119.374,0.000384615,0.0628846
3,180,1236,6,55.6924,118.878,0.000384615,0.0628846
3,180,1316,6,55.6225,120.053,0.000384615,0.0628846
3,180,1436,6,55.2019,119.005,0.000384615,0.0628846
3,180,1676,6,55.7682,118.631,0.000384615,0.0628846
3,180,1756,6,55.7818,119.502,0.000384615,0.0628846
3,180,1836,6,55.592,119.634,0.000384615,0.0628846
3,180,1916,6,55.6566,117.678,0.000384615,0.0628846
3,180,334,8,43.1562,-103.364,0.000384615,0.0628846
3,180,1814,8,43.2142,-103.783,0.000384615,0.0628846
3,180,2785,10,8.98334,125.125,3.84615e-05,0.0628846
3,180,5767,10,8.7845,125.847,3.84615e-05,0.0628846
3,180,6501,10,8.92118,125.462,3.84615e-05,0.0628846
3,180,6149,15,-4.70908,-50.3718,3.84615e-05,0.0628846
3,180,6414,15,-4.22192,-50.272,3.84615e-05,0.0628846
3,180,7437,19,-20.3081,106.151,3.84615e-05,0.0628846
3,180,7126,20,-18.7967,-15.8411,3.84615e-05,0.0628846
3,180,7013,21,-53.0561,-11.2077,3.84615e-05,0.0628846
3,180,7605,24,-20.1917,158.253,3.84615e-05,0.0628846
3,180,7259,25,17.2275,164.814,3.84615e-05,0.0628846
3,180,7490,26,54.1819,165.711,3.84615e-05,0.0628846
3,180,7257,28,51.5303,-37.1497,3.84615e-05,0.0628846
3,180,2156,31,-1.97015,17.0334,3.84615e-05,0.0628846
3,180,2700,31,-1.94328,17.2404,3.84615e-05,0.0628846
3,180,7444,35,-33.0118,-168.079,3.84615e-05,0.0628846
3,180,7965,37,36.935,-172.009,3.84615e-05,0.0628846
3,180,1017,38,73.1398,179.155,0.000384615,0.0628846
3,180,1297,38,72.6783,179.241,0.000384615,0.0628846
3,180,1657,38,72.9156,179.906,0.000384615,0.0628846
3,180,5033,39,67.6883,17.7633,3.84615e-05,0.0628846
3,180,6239,39,67.9779,17.0396,3.84615e-05,0.0628846
3,180,1,41,14.2115,34.346,0.000384615,0.0628846
3,180,401,41,14.7191,34.6945,0.000384615,0.0628846
3,180,481,41,14.6478,33.7755,0.000384615,0.0628846
3,180,641,41,14.5305,34.3885,0.000384615,0.0628846
3,180,841,41,14.932,34.1571,0.000384615,0.0628846
3,180,961,41,14.6991,33.7134,0.000384615,0.0628846
3,180,1001,41,14.1923,33.9029,0.000384615,0.0628846
3,180,1041,41,14.5208,34.7503,0.000384615,0.0628846
3,180,1121,41,14.3856,34.613,0.000384615,0.0628846
3,180,1161,41,14.8682,34.5472,0.000384615,0.0628846
3,180,1561,41,14.4438,34.6617,0.000384615,0.0628846
3,180,1601,41,14.1751,34.0035,0.000384615,0.0628846
3,180,1761,41,14.644,34.2663,0.000384615,0.0628846
3,180,1961,41,14.0247,34.1262,0.000384615,0.0628846
3,180,2201,48,33.946,-91.2243,3.84615e-05,0.0628846
3,180,3463,48,33.6234,-90.6949,3.84615e-05,0.0628846
3,180,6748,48,33.2265,-90.7525,3.84615e-05,0.0628846
3,180,224,52,47.6758,-3.89316,0.000384615,0.0628846
3,180,264,52,47.3633,-4.05246,0.000384615,0.0628846
3,180,1544,52,47.7702,-3.97057,0.000384615,0.0628846
3,180,1584,52,48.1014,-3.84467,0.000384615,0.0628846
3,180,1664,52,47.4613,-4.53192,0.000384615,0.0628846
3,180,4094,54,18.4151,77.1089,3.84615e-05,0.0628846
3,180,5864,54,18.3107,76.5361,3.84615e-05,0.0628846
3,180,7860,57,-49.9676,173.207,3.84615e-05,0.0628846
3,180,7221,61,-48.9351,-106.807,3.84615e-05,0.0628846
3,180,7467,64,34.5715,-30.3427,3.84615e-05,0.0628846
3,180,4876,67,25.0055,108.302,3.84615e-05,0.0628846
3,180,5556,67,25.4231,107.923,3.84615e-05,0.0628846
3,180,6330,67,25.3542,108.127,3.84615e-05,0.0628846
3,180,404,68,-2.72731,126.204,0.000384615,0.0628846
3,180,684,68,-2.66014,126.454,0.000384615,0.0628846
3,180,1004,68,-2.78051,126.657,0.000384615,0.0628846
3,180,3821,69,-30.0131,149.753,3.84615e-05,0.0628846
3,180,6677,69,-29.9404,149.519,3.84615e-05,0.0628846
3,180,7020,70,-50.6564,-179.967,3.84615e-05,0.0628846
3,180,7864,72,-46.1332,-46.6288,3.84615e-05,0.0628846
3,180,262,77,47.5564,137.298,0.000384615,0.0628846
3,180,742,77,47.636,136.634,0.000384615,0.0628846
3,180,822,77,47.1269,136.878,0.000384615,0.0628846
3,180,1022,77,47.1912,136.784,0.000384615,0.0628846
3,180,1142,77,47.2967,136.962,0.000384615,0.0628846
3,180,1902,77,47.1655,136.586,0.000384615,0.0628846
3,180,2969,77,47.2984,136.7,3.84615e-05,0.0628846
3,180,6888,78,15.1651,150.385,3.84615e-05,0.0628846
3,180,2548,81,-7.18153,15.026,3.84615e-05,0.0628846
3,180,3534,81,-7.08351,15.1638,3.84615e-05,0.0628846
3,180,5526,82,26.7482,27.6628,3.84615e-05,0.0628846
3,180,6184,82,26.7416,27.7467,3.84615e-05,0.0628846
3,180,245,84,58.909,126.373,0.000384615,0.0628846
3,180,845,84,58.7688,125.234,0.000384615,0.0628846
3,180,925,84,58.6806,124.787,0.000384615,0.0628846
3,180,1325,84,58.7947,125.647,0.000384615,0.0628846
3,180,1485,84,58.4953,126.03,0.000384615,0.0628846
3,180,1965,84,58.7247,126.053,0.000384615,0.0628846
3,180,7563,85,36.4428,174.17,3.84615e-05,0.0628846
3,180,7252,86,3.08115,-170.248,3.84615e-05,0.0628846
3,180,7099,92,24.516,-149.346,3.84615e-05,0.0628846
3,180,4506,97,-25.9727,30.097,3.84615e-05,0.0628846
4,240,5713,5,28.2,97.9534,3.84615e-05,0.0816923
4,240,5,6,58.9863,123.26,0.000384615,0.0816923
4,240,205,6,58.9573,123.249,0.000384615,0.0816923
4,240,685,6,59.0126,122.656,0.000384615,0.0816923
4,240,54,8,41.7709,-101.651,0.000384615,0.0816923
4,240,134,8,41.1593,-102.302,0.000384615,0.0816923
4,240,174,8,41.2019,-101.227,0.000384615,0.0816923
4,240,454,8,41.2591,-102.301,0.000384615,0.0816923
4,240,494,8,40.88,-102.288,0.000384615,0.0816923
4,240,574,8,41.4943,-101.325,0.000384615,0.0816923
4,240,614,8,41.3839,-101.849,0.000384615,0.0816923
4,240,734,8,41.4228,-102.431,0.000384615,0.0816923
4,240,974,8,41.22,-101.633,0.000384615,0.0816923
4,240,1014,8,41.3501,-101.23,0.000384615,0.0816923
4,240,1134,8,41.6251,-102.37,0.000384615,0.0816923
4,240,1334,8,41.7274,-102.02,0.000384615,0.0816923
4,240,1614,8,41.3164,-101.886,0.000384615,0.0816923
4,240,1854,8,41.6903,-101.144,0.000384615,0.0816923
4,240,1934,8,41.716,-101.304,0.000384615,0.0816923
4,240,1054,13,42.4253,-102.263,0.000384615,0.0816923
4,240,1414,13,42.06,-102.055,0.000384615,0.0816923
4,240,448,15,-10.1141,-46.4795,0.000384615,0.0816923
4,240,3273,15,-9.8381,-46.4653,3.84615e-05,0.0816923
4,240,3448,15,-9.80078,-46.8344,3.84615e-05,0.0816923
4,240,7560,20,-20.7123,-15.5345,3.84615e-05,0.0816923
4,240,2340,22,-83.6629,96.2855,3.84615e-05,0.0816923
4,240,7018,29,14.7405,-20.2074,3.84615e-05,0.0816923
4,240,3740,31,-5.76427,16.7101,3.84615e-05,0.0816923
4,240,7818,32,-40.9158,13.5969,3.84615e-05,0.0816923
4,240,7565,34,-63.7002,-161.106,3.84615e-05,0.0816923
4,240,7530,35,-31.929,-162.477,3.84615e-05,0.0816923
4,240,7830,37,40.6766,-170.185,3.84615e-05,0.0816923
4,240,1959,39,64.6256,30.1353,0.000384615,0.0816923
4,240,201,41,13.7954,35.4166,0.000384615,0.0816923
4,240,321,41,13.6977,35.0264,0.000384615,0.0816923
4,240,1481,41,14.0093,35.1483,0.000384615,0.0816923
4,240,7357,43,-37.3391,92.1164,3.84615e-05,0.0816923
4,240,624,52,47.7674,-1.83768,0.000384615,0.0816923
4,240,824,52,48.6213,-2.49196,0.000384615,0.0816923
4,240,1144,52,48.6069,-2.26971,0.000384615,0.0816923
4,240,1344,52,47.7486,-1.75281,0.000384615,0.0816923
4,240,1864,52,48.1552,-2.30309,0.000384615,0.0816923
4,240,1069,53,34.0088,48.6613,0.000384615,0.0816923
4,240,1549,53,34.4818,48.789,0.000384615,0.0816923
4,240,2907,62,-22.5221,-69.6796,3.84615e-05,0.0816923
4,240,2167,67,23.5389,109.299,3.84615e-05,0.0816923
4,240,4340,67,23.7474,109.839,3.84615e-05,0.0816923
4,240,6088,67,24.0033,109.522,3.84615e-05,0.0816923
4,240,1484,68,-4.95684,127.586,0.000384615,0.0816923
4,240,342,77,46.8912,138.174,0.000384615,0.0816923
4,240,382,77,47.2071,138.022,0.000384615,0.0816923
4,240,542,77,46.9457,138.126,0.000384615,0.0816923
4,240,582,77,47.0342,138.216,0.000384615,0.0816923
4,240,1502,77,47.0163,138.18,0.000384615,0.0816923
4,240,1662,77,46.9337,137.607,0.000384615,0.0816923
4,240,1702,77,46.7434,137.567,0.000384615,0.0816923
4,240,1862,77,46.949,137.994,0.000384615,0.0816923
4,240,3320,83,54.5833,70.1407,3.84615e-05,0.0816923
